file	TP	FP	FN	P	R	F1
rosetta_v06_00995_Ordered-words_ordered-words-3	8	19	4	0.296	0.667	0.410
rosetta_v06_01564_Verify-distribution-uniformity-Naive_verify-distribution-uniformity-naive	8	31	3	0.205	0.727	0.320
rosetta_v06_00493_Feigenbaum-constant-calculation_feigenbaum-constant-calculation	8	8	3	0.500	0.727	0.593
rosetta_v06_00118_Averages-Mean-angle_averages-mean-angle	6	8	3	0.429	0.667	0.522
rosetta_v06_00629_Guess-the-number_guess-the-number	7	9	3	0.438	0.700	0.538
rosetta_v06_00039_Accumulator-factory_accumulator-factory	7	6	4	0.538	0.636	0.583
rosetta_v06_00001_100-doors_100-doors-1	7	8	3	0.467	0.700	0.560
rosetta_v06_01104_Prime-decomposition_prime-decomposition-4	12	21	4	0.364	0.750	0.490
rosetta_v06_00330_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-1	7	5	3	0.583	0.700	0.636
rosetta_v06_00765_Last-letter-first-letter_last-letter-first-letter-1	9	30	3	0.231	0.750	0.353
rosetta_v06_01480_Text-processing-Max-licenses-in-use_text-processing-max-licenses-in-use-2	8	11	3	0.421	0.727	0.533
rosetta_v06_01599_Write-language-name-in-3D-ASCII_write-language-name-in-3d-ascii	7	5	3	0.583	0.700	0.636
rosetta_v06_01532_Unprimeable-numbers_unprimeable-numbers	21	38	7	0.356	0.750	0.483
rosetta_v06_01449_Take-notes-on-the-command-line_take-notes-on-the-command-line	7	13	3	0.350	0.700	0.467
rosetta_v06_00611_Gotchas_gotchas-8	6	6	1	0.500	0.857	0.632
rosetta_v06_01280_Sierpinski-carpet_sierpinski-carpet-3	12	27	3	0.308	0.800	0.444
rosetta_v06_00217_Call-an-object-method_call-an-object-method	7	8	4	0.467	0.636	0.538
rosetta_v06_01039_Pells-equation_pells-equation	10	12	3	0.455	0.769	0.571
rosetta_v06_00365_Descending-primes_descending-primes	8	20	3	0.286	0.727	0.410
rosetta_v06_00539_FizzBuzz_fizzbuzz-9	7	9	3	0.438	0.700	0.538
rosetta_v06_00006_100-prisoners_100-prisoners	11	35	3	0.239	0.786	0.367
rosetta_v06_00890_Middle-three-digits_middle-three-digits-1	8	10	3	0.444	0.727	0.552
rosetta_v06_01623_Zhang-Suen-thinning-algorithm_zhang-suen-thinning-algorithm	11	36	6	0.234	0.647	0.344
rosetta_v06_01312_Sockets_sockets	7	10	3	0.412	0.700	0.519
rosetta_v06_01396_String-comparison_string-comparison-2	9	7	3	0.562	0.750	0.643
rosetta_v06_00234_Check-output-device-is-a-terminal_check-output-device-is-a-terminal	7	5	3	0.583	0.700	0.636
rosetta_v06_01477_Text-processing-2_text-processing-2	7	26	5	0.212	0.583	0.311
rosetta_v06_00023_A+B_a+b-3	7	5	3	0.583	0.700	0.636
rosetta_v06_01133_Pseudo-random-numbers-Xorshift-star_pseudo-random-numbers-xorshift-star	7	8	6	0.467	0.538	0.500
rosetta_v06_00958_Non-continuous-subsequences_non-continuous-subsequences-3	9	27	3	0.250	0.750	0.375
rosetta_v06_01220_Rosetta-Code-Rank-languages-by-popularity_rosetta-code-rank-languages-by-popularity-1	11	11	3	0.500	0.786	0.611
rosetta_v06_00781_List-rooted-trees_list-rooted-trees	12	28	3	0.300	0.800	0.436
rosetta_v06_00788_Logistic-curve-fitting-in-epidemiology_logistic-curve-fitting-in-epidemiology	10	18	3	0.357	0.769	0.488
rosetta_v06_00130_Babbage-problem_babbage-problem	7	6	3	0.538	0.700	0.609
rosetta_v06_01393_Stream-merge_stream-merge	8	16	3	0.333	0.727	0.457
rosetta_v06_00327_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-5	7	7	3	0.500	0.700	0.583
rosetta_v06_01285_Sierpinski-triangle_sierpinski-triangle-2	6	14	2	0.300	0.750	0.429
rosetta_v06_00313_Count-in-factors_count-in-factors	7	23	4	0.233	0.636	0.341
rosetta_v06_00224_Casting-out-nines_casting-out-nines	7	7	3	0.500	0.700	0.583
rosetta_v06_01010_Pangram-checker_pangram-checker-2	7	12	4	0.368	0.636	0.467
rosetta_v06_01043_Percolation-Bond-percolation_percolation-bond-percolation	11	53	4	0.172	0.733	0.278
rosetta_v06_00283_Compile-time-calculation_compile-time-calculation-2	7	5	3	0.583	0.700	0.636
rosetta_v06_01519_URL-decoding_url-decoding	8	23	3	0.258	0.727	0.381
rosetta_v06_01197_Repeat_repeat	8	9	4	0.471	0.667	0.552
rosetta_v06_01103_Prime-decomposition_prime-decomposition-3	9	40	3	0.184	0.750	0.295
rosetta_v06_01600_Write-to-Windows-event-log_write-to-windows-event-log	7	5	3	0.583	0.700	0.636
rosetta_v06_00505_File-input-output_file-input-output-1	7	9	3	0.438	0.700	0.538
rosetta_v06_01617_Yin-and-yang_yin-and-yang	8	6	3	0.571	0.727	0.640
rosetta_v06_00542_FizzBuzz_fizzbuzz-4	7	13	3	0.350	0.700	0.467
rosetta_v06_00292_Concurrent-computing_concurrent-computing-1	10	13	3	0.435	0.769	0.556
rosetta_v06_00939_N-queens-problem_n-queens-problem-2	8	137	3	0.055	0.727	0.103
rosetta_v06_00810_Loops-Foreach_loops-foreach-2	7	7	3	0.500	0.700	0.583
rosetta_v06_01022_Parsing-RPN-calculator-algorithm_parsing-rpn-calculator-algorithm-1	9	30	5	0.231	0.643	0.340
rosetta_v06_01342_Sorting-algorithms-Pancake-sort_sorting-algorithms-pancake-sort-2	6	6	1	0.500	0.857	0.632
rosetta_v06_00435_Environment-variables_environment-variables	7	6	3	0.538	0.700	0.609
rosetta_v06_00644_Harmonic-series_harmonic-series	8	11	3	0.421	0.727	0.533
rosetta_v06_01470_Terminal-control-Unicode-output_terminal-control-unicode-output	5	14	3	0.263	0.625	0.370
rosetta_v06_01161_Random-number-generator-device-_random-number-generator-device--2	7	5	3	0.583	0.700	0.636
rosetta_v06_00432_Entropy-Narcissist_entropy-narcissist-1	9	9	3	0.500	0.750	0.600
rosetta_v06_00548_Flipping-bits-game_flipping-bits-game	11	41	6	0.212	0.647	0.319
rosetta_v06_00821_Loops-Nested_loops-nested-2	7	8	3	0.467	0.700	0.560
rosetta_v06_00646_Hash-from-two-arrays_hash-from-two-arrays	16	28	3	0.364	0.842	0.508
rosetta_v06_00114_Atomic-updates_atomic-updates-1	10	23	4	0.303	0.714	0.426
rosetta_v06_00664_Higher-order-functions_higher-order-functions-1	6	7	1	0.462	0.857	0.600
rosetta_v06_01402_String-length_string-length-3	7	5	3	0.583	0.700	0.636
rosetta_v06_01140_Pythagorean-triples_pythagorean-triples-1	7	9	3	0.438	0.700	0.538
rosetta_v06_01409_Strip-a-set-of-characters-from-a-string_strip-a-set-of-characters-from-a-string-2	8	7	3	0.533	0.727	0.615
rosetta_v06_01310_Smith-numbers_smith-numbers	11	27	4	0.289	0.733	0.415
rosetta_v06_00552_Floyds-triangle_floyds-triangle	7	10	4	0.412	0.636	0.500
rosetta_v06_00777_Levenshtein-distance_levenshtein-distance-2	8	9	5	0.471	0.615	0.533
rosetta_v06_00946_Naming-conventions_naming-conventions-3	5	6	1	0.455	0.833	0.588
rosetta_v06_01493_Tokenize-a-string-with-escaping_tokenize-a-string-with-escaping	7	15	5	0.318	0.583	0.412
rosetta_v06_01247_Search-in-paragraphs-text_search-in-paragraphs-text	9	23	3	0.281	0.750	0.409
rosetta_v06_00146_Binary-search_binary-search	7	14	3	0.333	0.700	0.452
rosetta_v06_01327_Sorting-algorithms-Bogosort_sorting-algorithms-bogosort	9	12	4	0.429	0.692	0.529
rosetta_v06_01437_Sum-to-100_sum-to-100-2	7	302	5	0.023	0.583	0.044
rosetta_v06_01372_Stack_stack-2	11	16	2	0.407	0.846	0.550
rosetta_v06_00758_Lah-numbers_lah-numbers	8	24	4	0.250	0.667	0.364
rosetta_v06_00333_Create-an-object-at-a-given-address_create-an-object-at-a-given-address-1	7	5	3	0.583	0.700	0.636
rosetta_v06_00747_Knapsack-problem-Unbounded_knapsack-problem-unbounded	7	14	2	0.333	0.778	0.467
rosetta_v06_01576_Water-collected-between-towers_water-collected-between-towers	7	27	5	0.206	0.583	0.304
rosetta_v06_00206_CUSIP_cusip	7	102	4	0.064	0.636	0.117
rosetta_v06_00466_Exponentiation-order_exponentiation-order	7	5	3	0.583	0.700	0.636
rosetta_v06_00093_Arithmetic-numbers_arithmetic-numbers	8	25	3	0.242	0.727	0.364
rosetta_v06_01442_Superpermutation-minimisation_superpermutation-minimisation	9	35	4	0.205	0.692	0.316
rosetta_v06_00393_Dot-product_dot-product	8	9	3	0.471	0.727	0.571
rosetta_v06_01266_Set-consolidation_set-consolidation-1	8	8	4	0.500	0.667	0.571
rosetta_v06_01287_Sierpinski-triangle-Graphical_sierpinski-triangle-graphical	10	22	4	0.312	0.714	0.435
rosetta_v06_00600_Golden-ratio-Convergence_golden-ratio-convergence	6	8	2	0.429	0.750	0.545
rosetta_v06_01130_Pseudo-random-numbers-Middle-square-method_pseudo-random-numbers-middle-square-method	7	8	4	0.467	0.636	0.538
rosetta_v06_01098_Pragmatic-directives_pragmatic-directives	7	5	3	0.583	0.700	0.636
rosetta_v06_00940_N-queens-problem_n-queens-problem-4	7	12	4	0.368	0.636	0.467
rosetta_v06_01494_Tonelli-Shanks-algorithm_tonelli-shanks-algorithm-2	8	22	4	0.267	0.667	0.381
rosetta_v06_00088_Arithmetic-Rational_arithmetic-rational	11	34	9	0.244	0.550	0.338
rosetta_v06_00735_Kaprekar-numbers_kaprekar-numbers-1	9	60	3	0.130	0.750	0.222
rosetta_v06_00778_Levenshtein-distance-Alignment_levenshtein-distance-alignment	8	18	3	0.308	0.727	0.432
rosetta_v06_00189_Box-the-compass_box-the-compass	7	6	3	0.538	0.700	0.609
rosetta_v06_01615_Y-combinator_y-combinator	14	9	3	0.609	0.824	0.700
rosetta_v06_01563_Verify-distribution-uniformity-Chi-squared-test_verify-distribution-uniformity-chi-squared-test-1	9	14	1	0.391	0.900	0.545
rosetta_v06_00440_Ethiopian-multiplication_ethiopian-multiplication	8	10	6	0.444	0.571	0.500
rosetta_v06_00318_Count-the-coins_count-the-coins-1	9	37	4	0.196	0.692	0.305
rosetta_v06_01590_Word-wheel_word-wheel	8	19	6	0.296	0.571	0.390
rosetta_v06_00696_Increment-a-numerical-string_increment-a-numerical-string	9	17	3	0.346	0.750	0.474
rosetta_v06_00865_Maximum-triangle-path-sum_maximum-triangle-path-sum	7	6	3	0.538	0.700	0.609
rosetta_v06_00326_Create-a-two-dimensional-array-at-runtime_create-a-two-dimensional-array-at-runtime-4	7	12	3	0.368	0.700	0.483
rosetta_v06_01554_Variables_variables-1	5	6	1	0.455	0.833	0.588
rosetta_v06_00013_21-game_21-game	10	16	3	0.385	0.769	0.513
rosetta_v06_00919_Multiplication-tables_multiplication-tables	7	9	3	0.438	0.700	0.538
rosetta_v06_01436_Sum-to-100_sum-to-100-1	10	129	6	0.072	0.625	0.129
rosetta_v06_01330_Sorting-algorithms-Cocktail-sort_sorting-algorithms-cocktail-sort-3	11	41	3	0.212	0.786	0.333
rosetta_v06_01466_Terminal-control-Inverse-video_terminal-control-inverse-video	7	5	3	0.583	0.700	0.636
rosetta_v06_01034_Pascals-triangle-Puzzle_pascals-triangle-puzzle-2	8	20	4	0.286	0.667	0.400
rosetta_v06_00061_Anagrams_anagrams-1	10	27	3	0.270	0.769	0.400
rosetta_v06_00864_Matrix-transposition_matrix-transposition-2	8	14	4	0.364	0.667	0.471
rosetta_v06_01209_Rock-paper-scissors_rock-paper-scissors-1	7	13	4	0.350	0.636	0.452
rosetta_v06_01516_Two-bullet-roulette_two-bullet-roulette	7	27	4	0.206	0.636	0.311
rosetta_v06_01385_Stem-and-leaf-plot_stem-and-leaf-plot-1	9	9	3	0.500	0.750	0.600
rosetta_v06_00209_Calculating-the-value-of-e_calculating-the-value-of-e-1	7	9	3	0.438	0.700	0.538
rosetta_v06_01508_Trigonometric-functions_trigonometric-functions	7	5	3	0.583	0.700	0.636
rosetta_v06_00285_Compiler-code-generator_compiler-code-generator	19	108	9	0.150	0.679	0.245
rosetta_v06_00501_Fibonacci-word_fibonacci-word	10	21	4	0.323	0.714	0.444
rosetta_v06_01518_UPC_upc	9	66	5	0.120	0.643	0.202
rosetta_v06_01309_Smarandache-prime-digital-sequence_smarandache-prime-digital-sequence	8	54	4	0.129	0.667	0.216
